0.000336011 0.000788162,0.000131555 1.00079,1.00013 1.00099, ,0.0289609 10.0236,4.02876 9.98318,1.94809 2.00378, ,0.00627869 -0.0105083,4.00626 0.00323208,1.99596 2.99634, ,0.027486 -0.0104129,-0.036038 9.98939,4.99562 5.02125, ,1.00157 0.999534,5.99978 7.00102,2.00097 2.99983, ,-1.00508 -3.00941,-4.02198 -4.98382,0.0289132 0.981941, ,1.03303 2.97623,-4.06035 -4.96464,0.00966942 0.988085, ,
0.421652 0.00966466,0.587467 0.995822,1.57362 0.830007, ,2.07935 9.25458,5.79188 7.76558,0.957618 1.08501, ,-1.30819 -1.21616,2.42451 -2.65386,1.63644 0.864511, ,-6.2242 2.19884,1.90816 8.01818,0.751648 1.04233, ,0.854686 0.964284,8.65347 0.541268,3.05586 1.35779, ,-1.9788 -2.0005,-5.56368 -2.38606,0.757977 1.08333, ,1.33009 0.979122,-8.05621 1.92637,-0.905941 0.991702, ,
0.421616 0.00953245,0.587489 0.995679,1.57364 0.829806, ,2.07937 9.25441,5.7919 7.76541,0.957635 1.08485, ,-1.30833 -1.21621,2.42428 -2.65414,1.63642 0.864284, ,-6.22425 2.19879,1.90818 8.01802,0.751584 1.04219, ,0.854659 0.96412,8.65345 0.54125,3.05582 1.35767, ,-1.97897 -2.0005,-5.56387 -2.38583,0.757991 1.08318, ,1.33007 0.978902,-8.05614 1.9271,-0.905965 0.991709, ,
0.42158 0.0094002,0.587512 0.995537,1.57365 0.829605, ,2.07939 9.25425,5.79192 7.76525,0.957652 1.0847, ,-1.30847 -1.21626,2.42405 -2.65441,1.6364 0.864056, ,-6.2243 2.19873,1.90821 8.01786,0.75152 1.04204, ,0.854633 0.963956,8.65343 0.541233,3.05579 1.35754, ,-1.97914 -2.00049,-5.56407 -2.38561,0.758006 1.08302, ,1.33004 0.978682,-8.05607 1.92783,-0.90599 0.991716, ,
0.421544 0.00926791,0.587535 0.995395,1.57366 0.829405, ,2.07942 9.25409,5.79194 7.76509,0.957669 1.08454, ,-1.30861 -1.21631,2.42382 -2.65469,1.63638 0.863828, ,-6.22435 2.19868,1.90823 8.01771,0.751456 1.0419, ,0.854606 0.963791,8.65342 0.541215,3.05575 1.35742, ,-1.97932 -2.00048,-5.56426 -2.38538,0.758021 1.08286, ,1.33001 0.978462,-8.056 1.92857,-0.906015 0.991723, ,
0.421508 0.00913557,0.587558 0.995253,1.57368 0.829204, ,2.07944 9.25393,5.79197 7.76492,0.957685 1.08438, ,-1.30876 -1.21636,2.42359 -2.65496,1.63637 0.8636, ,-6.2244 2.19863,1.90826 8.01755,0.751391 1.04176, ,0.854579 0.963627,8.6534 0.541197,3.05572 1.3573, ,-1.97949 -2.00047,-5.56446 -2.38516,0.758035 1.0827, ,1.32999 0.978242,-8.05593 1.9293,-0.90604 0.99173, ,
0.421472 0.00900319,0.58758 0.995111,1.57369 0.829003, ,2.07946 9.25377,5.79199 7.76476,0.957702 1.08422, ,-1.3089 -1.21641,2.42336 -2.65524,1.63635 0.863372, ,-6.22445 2.19857,1.90828 8.01739,0.751327 1.04161, ,0.854552 0.963462,8.65338 0.54118,3.05569 1.35718, ,-1.97966 -2.00047,-5.56465 -2.38494,0.75805 1.08254, ,1.32996 0.978022,-8.05586 1.93004,-0.906064 0.991737, ,
0.421437 0.00887077,0.587603 0.994968,1.5737 0.828802, ,2.07949 9.25361,5.79201 7.7646,0.957718 1.08406, ,-1.30904 -1.21646,2.42314 -2.65551,1.63633 0.863145, ,-6.2245 2.19852,1.90831 8.01723,0.751263 1.04147, ,0.854525 0.963298,8.65336 0.541162,3.05565 1.35705, ,-1.97983 -2.00046,-5.56485 -2.38471,0.758065 1.08239, ,1.32994 0.977802,-8.05579 1.93077,-0.906089 0.991745, ,
0.421401 0.00873831,0.587626 0.994826,1.57371 0.828601, ,2.07951 9.25345,5.79203 7.76443,0.957735 1.0839, ,-1.30918 -1.21651,2.42291 -2.65579,1.63632 0.862917, ,-6.22455 2.19846,1.90834 8.01707,0.751199 1.04133, ,0.854499 0.963133,8.65334 0.541145,3.05562 1.35693, ,-1.98 -2.00045,-5.56504 -2.38449,0.75808 1.08223, ,1.32991 0.977582,-8.05572 1.93151,-0.906114 0.991752, ,
0.421365 0.0086058,0.587649 0.994684,1.57373 0.8284, ,2.07953 9.25329,5.79205 7.76427,0.957751 1.08374, ,-1.30932 -1.21657,2.42268 -2.65606,1.6363 0.862689, ,-6.2246 2.19841,1.90836 8.01691,0.751134 1.04118, ,0.854472 0.962969,8.65332 0.541128,3.05558 1.35681, ,-1.98017 -2.00044,-5.56524 -2.38426,0.758095 1.08207, ,1.32988 0.977361,-8.05565 1.93224,-0.906139 0.991759, ,
0.421329 0.00847325,0.587672 0.994541,1.57374 0.828199, ,2.07956 9.25313,5.79208 7.76411,0.957767 1.08358, ,-1.30947 -1.21662,2.42245 -2.65634,1.63628 0.862461, ,-6.22465 2.19836,1.90839 8.01676,0.75107 1.04104, ,0.854445 0.962804,8.6533 0.54111,3.05555 1.35668, ,-1.98035 -2.00044,-5.56543 -2.38404,0.75811 1.08191, ,1.32986 0.977141,-8.05558 1.93298,-0.906164 0.991767, ,
0.421293 0.00834066,0.587694 0.994399,1.57375 0.827997, ,2.07958 9.25297,5.7921 7.76394,0.957784 1.08342, ,-1.30961 -1.21667,2.42222 -2.65661,1.63627 0.862233, ,-6.2247 2.1983,1.90841 8.0166,0.751006 1.0409, ,0.854418 0.96264,8.65328 0.541093,3.05551 1.35656, ,-1.98052 -2.00043,-5.56563 -2.38381,0.758125 1.08175, ,1.32983 0.976921,-8.05551 1.93371,-0.906189 0.991774, ,
0.421257 0.00820802,0.587717 0.994256,1.57377 0.827796, ,2.0796 9.25281,5.79212 7.76378,0.9578 1.08326, ,-1.30975 -1.21672,2.42199 -2.65689,1.63625 0.862005, ,-6.22475 2.19825,1.90844 8.01644,0.750941 1.04075, ,0.854391 0.962475,8.65326 0.541076,3.05548 1.35644, ,-1.98069 -2.00042,-5.56582 -2.38359,0.75814 1.0816, ,1.3298 0.9767,-8.05544 1.93445,-0.906214 0.991781, ,
0.421221 0.00807534,0.58774 0.994114,1.57378 0.827595, ,2.07963 9.25265,5.79214 7.76362,0.957816 1.0831, ,-1.30989 -1.21677,2.42176 -2.65716,1.63623 0.861777, ,-6.2248 2.19819,1.90846 8.01628,0.750877 1.04061, ,0.854365 0.96231,8.65325 0.541059,3.05545 1.35631, ,-1.98086 -2.00041,-5.56602 -2.38337,0.758155 1.08144, ,1.32978 0.976479,-8.05536 1.93518,-0.906239 0.991789, ,
0.421185 0.00794262,0.587763 0.993971,1.57379 0.827393, ,2.07965 9.25249,5.79216 7.76345,0.957832 1.08294, ,-1.31003 -1.21682,2.42154 -2.65744,1.63621 0.861548, ,-6.22484 2.19814,1.90849 8.01612,0.750812 1.04047, ,0.854338 0.962146,8.65323 0.541042,3.05541 1.35619, ,-1.98103 -2.00041,-5.56621 -2.38314,0.75817 1.08128, ,1.32975 0.976259,-8.05529 1.93592,-0.906264 0.991796, ,
0.421149 0.00780985,0.587786 0.993828,1.5738 0.827192, ,2.07967 9.25233,5.79219 7.76329,0.957848 1.08278, ,-1.31018 -1.21687,2.42131 -2.65771,1.6362 0.86132, ,-6.22489 2.19809,1.90851 8.01596,0.750748 1.04032, ,0.854311 0.961981,8.65321 0.541026,3.05538 1.35607, ,-1.9812 -2.0004,-5.5664 -2.38292,0.758186 1.08112, ,1.32972 0.976038,-8.05522 1.93666,-0.906289 0.991803, ,
0.421113 0.00767704,0.587808 0.993686,1.57382 0.82699, ,2.0797 9.25217,5.79221 7.76312,0.957864 1.08262, ,-1.31032 -1.21692,2.42108 -2.65799,1.63618 0.861092, ,-6.22494 2.19803,1.90854 8.01581,0.750683 1.04018, ,0.854284 0.961816,8.65319 0.541009,3.05534 1.35595, ,-1.98137 -2.00039,-5.5666 -2.38269,0.758201 1.08096, ,1.3297 0.975817,-8.05515 1.9374,-0.906314 0.991811, ,
0.421077 0.00754418,0.587831 0.993543,1.57383 0.826789, ,2.07972 9.25201,5.79223 7.76296,0.95788 1.08246, ,-1.31046 -1.21697,2.42085 -2.65827,1.63616 0.860864, ,-6.22499 2.19798,1.90856 8.01565,0.750619 1.04004, ,0.854257 0.961651,8.65317 0.540993,3.05531 1.35582, ,-1.98154 -2.00038,-5.56679 -2.38247,0.758216 1.08081, ,1.32967 0.975596,-8.05508 1.93813,-0.906338 0.991818, ,
0.421041 0.00741128,0.587854 0.9934,1.57384 0.826587, ,2.07974 9.25185,5.79225 7.7628,0.957896 1.0823, ,-1.3106 -1.21702,2.42062 -2.65854,1.63615 0.860636, ,-6.22504 2.19793,1.90859 8.01549,0.750554 1.03989, ,0.854231 0.961486,8.65315 0.540976,3.05527 1.3557, ,-1.98171 -2.00037,-5.56699 -2.38224,0.758232 1.08065, ,1.32964 0.975375,-8.05501 1.93887,-0.906363 0.991826, ,
0.421006 0.00727834,0.587877 0.993257,1.57386 0.826386, ,2.07977 9.25169,5.79228 7.76263,0.957912 1.08214, ,-1.31074 -1.21707,2.42039 -2.65882,1.63613 0.860407, ,-6.22509 2.19787,1.90861 8.01533,0.750489 1.03975, ,0.854204 0.961321,8.65313 0.54096,3.05524 1.35558, ,-1.98189 -2.00037,-5.56718 -2.38202,0.758247 1.08049, ,1.32962 0.975154,-8.05494 1.93961,-0.906389 0.991833, ,
0.42097 0.00714535,0.5879 0.993114,1.57387 0.826184, ,2.07979 9.25153,5.7923 7.76247,0.957927 1.08198, ,-1.31089 -1.21713,2.42016 -2.65909,1.63611 0.860179, ,-6.22514 2.19782,1.90864 8.01517,0.750425 1.0396, ,0.854177 0.961156,8.65311 0.540943,3.05521 1.35545, ,-1.98206 -2.00036,-5.56737 -2.3818,0.758263 1.08033, ,1.32959 0.974932,-8.05486 1.94035,-0.906414 0.991841, ,
0.420934 0.00701232,0.587923 0.992971,1.57388 0.825982, ,2.07981 9.25137,5.79232 7.7623,0.957943 1.08182, ,-1.31103 -1.21718,2.41993 -2.65937,1.6361 0.859951, ,-6.22519 2.19776,1.90866 8.01501,0.75036 1.03946, ,0.85415 0.960991,8.6531 0.540927,3.05517 1.35533, ,-1.98223 -2.00035,-5.56757 -2.38157,0.758279 1.08017, ,1.32956 0.974711,-8.05479 1.94109,-0.906439 0.991849, ,
0.420898 0.00687924,0.587946 0.992828,1.57389 0.82578, ,2.07984 9.25121,5.79234 7.76214,0.957958 1.08167, ,-1.31117 -1.21723,2.41971 -2.65964,1.63608 0.859722, ,-6.22524 2.19771,1.90869 8.01485,0.750295 1.03932, ,0.854123 0.960826,8.65308 0.540911,3.05514 1.35521, ,-1.9824 -2.00034,-5.56776 -2.38135,0.758294 1.08001, ,1.32954 0.97449,-8.05472 1.94183,-0.906464 0.991856, ,
0.420862 0.00674612,0.587968 0.992685,1.57391 0.825578, ,2.07986 9.25105,5.79236 7.76198,0.957974 1.08151, ,-1.31131 -1.21728,2.41948 -2.65992,1.63606 0.859494, ,-6.22529 2.19766,1.90871 8.0147,0.75023 1.03917, ,0.854096 0.960661,8.65306 0.540895,3.0551 1.35508, ,-1.98257 -2.00034,-5.56796 -2.38112,0.75831 1.07986, ,1.32951 0.974268,-8.05465 1.94257,-0.906489 0.991864, ,
0.420826 0.00661295,0.587991 0.992542,1.57392 0.825376, ,2.07989 9.25088,5.79239 7.76181,0.957989 1.08135, ,-1.31145 -1.21733,2.41925 -2.66019,1.63605 0.859265, ,-6.22534 2.1976,1.90874 8.01454,0.750165 1.03903, ,0.85407 0.960496,8.65304 0.540879,3.05507 1.35496, ,-1.98274 -2.00033,-5.56815 -2.3809,0.758326 1.0797, ,1.32948 0.974047,-8.05457 1.94331,-0.906514 0.991871, ,
0.42079 0.00647974,0.588014 0.992399,1.57393 0.825174, ,2.07991 9.25072,5.79241 7.76165,0.958005 1.08119, ,-1.3116 -1.21738,2.41902 -2.66047,1.63603 0.859037, ,-6.22539 2.19755,1.90877 8.01438,0.7501 1.03889, ,0.854043 0.960331,8.65302 0.540863,3.05503 1.35484, ,-1.98291 -2.00032,-5.56834 -2.38067,0.758342 1.07954, ,1.32946 0.973825,-8.0545 1.94405,-0.906539 0.991879, ,
0.420754 0.00634648,0.588037 0.992255,1.57395 0.824972, ,2.07993 9.25056,5.79243 7.76148,0.95802 1.08103, ,-1.31174 -1.21743,2.41879 -2.66075,1.63601 0.858808, ,-6.22544 2.1975,1.90879 8.01422,0.750035 1.03874, ,0.854016 0.960166,8.653 0.540848,3.055 1.35472, ,-1.98308 -2.00031,-5.56854 -2.38045,0.758358 1.07938, ,1.32943 0.973603,-8.05443 1.94479,-0.906564 0.991887, ,
0.420718 0.00621318,0.58806 0.992112,1.57396 0.82477, ,2.07996 9.2504,5.79245 7.76132,0.958035 1.08087, ,-1.31188 -1.21748,2.41856 -2.66102,1.636 0.85858, ,-6.22549 2.19744,1.90882 8.01406,0.74997 1.0386, ,0.853989 0.960001,8.65298 0.540832,3.05497 1.35459, ,-1.98325 -2.00031,-5.56873 -2.38022,0.758374 1.07922, ,1.3294 0.973381,-8.05436 1.94553,-0.906589 0.991894, ,
0.420682 0.00607983,0.588083 0.991969,1.57397 0.824568, ,2.07998 9.25024,5.79248 7.76115,0.95805 1.08071, ,-1.31202 -1.21753,2.41833 -2.6613,1.63598 0.858351, ,-6.22554 2.19739,1.90884 8.0139,0.749904 1.03845, ,0.853962 0.959836,8.65296 0.540816,3.05493 1.35447, ,-1.98342 -2.0003,-5.56892 -2.38,0.75839 1.07907, ,1.32937 0.973159,-8.05428 1.94627,-0.906614 0.991902, ,
0.420646 0.00594643,0.588106 0.991825,1.57398 0.824365, ,2.08001 9.25008,5.7925 7.76099,0.958065 1.08055, ,-1.31216 -1.21758,2.41811 -2.66157,1.63596 0.858122, ,-6.22559 2.19734,1.90887 8.01374,0.749839 1.03831, ,0.853935 0.95967,8.65294 0.540801,3.0549 1.35435, ,-1.98359 -2.00029,-5.56912 -2.37977,0.758406 1.07891, ,1.32935 0.972937,-8.05421 1.94702,-0.90664 0.99191, ,
0.42061 0.00581299,0.588129 0.991682,1.574 0.824163, ,2.08003 9.24992,5.79252 7.76082,0.95808 1.08039, ,-1.3123 -1.21763,2.41788 -2.66185,1.63595 0.857894, ,-6.22564 2.19729,1.90889 8.01358,0.749774 1.03817, ,0.853908 0.959505,8.65293 0.540786,3.05486 1.35422, ,-1.98376 -2.00028,-5.56931 -2.37955,0.758422 1.07875, ,1.32932 0.972715,-8.05414 1.94776,-0.906665 0.991918, ,
0.420574 0.00567951,0.588152 0.991538,1.57401 0.823961, ,2.08005 9.24976,5.79254 7.76066,0.958095 1.08023, ,-1.31245 -1.21769,2.41765 -2.66212,1.63593 0.857665, ,-6.22569 2.19723,1.90892 8.01342,0.749708 1.03802, ,0.853882 0.95934,8.65291 0.54077,3.05483 1.3541, ,-1.98393 -2.00027,-5.5695 -2.37932,0.758439 1.07859, ,1.32929 0.972493,-8.05406 1.9485,-0.90669 0.991925, ,
0.420538 0.00554597,0.588175 0.991395,1.57402 0.823758, ,2.08008 9.2496,5.79257 7.7605,0.95811 1.08007, ,-1.31259 -1.21774,2.41742 -2.6624,1.63591 0.857436, ,-6.22574 2.19718,1.90894 8.01326,0.749643 1.03788, ,0.853855 0.959174,8.65289 0.540755,3.05479 1.35398, ,-1.9841 -2.00027,-5.56969 -2.3791,0.758455 1.07843, ,1.32927 0.972271,-8.05399 1.94925,-0.906715 0.991933, ,
0.420502 0.00541239,0.588198 0.991251,1.57404 0.823555, ,2.0801 9.24944,5.79259 7.76033,0.958124 1.07991, ,-1.31273 -1.21779,2.41719 -2.66268,1.6359 0.857207, ,-6.22579 2.19713,1.90897 8.01311,0.749577 1.03773, ,0.853828 0.959009,8.65287 0.54074,3.05476 1.35385, ,-1.98427 -2.00026,-5.56989 -2.37887,0.758472 1.07827, ,1.32924 0.972048,-8.05392 1.94999,-0.906741 0.991941, ,
0.420466 0.00527877,0.588221 0.991108,1.57405 0.823353, ,2.08013 9.24928,5.79261 7.76017,0.958139 1.07975, ,-1.31287 -1.21784,2.41696 -2.66295,1.63588 0.856979, ,-6.22584 2.19707,1.909 8.01295,0.749511 1.03759, ,0.853801 0.958843,8.65285 0.540725,3.05472 1.35373, ,-1.98444 -2.00025,-5.57008 -2.37865,0.758488 1.07812, ,1.32921 0.971826,-8.05384 1.95073,-0.906766 0.991949, ,
0.42043 0.00514509,0.588244 0.990964,1.57406 0.82315, ,2.08015 9.24912,5.79263 7.76,0.958153 1.0796, ,-1.31301 -1.21789,2.41673 -2.66323,1.63586 0.85675, ,-6.2259 2.19702,1.90902 8.01279,0.749446 1.03745, ,0.853774 0.958678,8.65283 0.54071,3.05469 1.35361, ,-1.98461 -2.00024,-5.57027 -2.37842,0.758505 1.07796, ,1.32918 0.971603,-8.05377 1.95148,-0.906791 0.991957, ,
0.420394 0.00501137,0.588267 0.99082,1.57408 0.822947, ,2.08017 9.24896,5.79266 7.75984,0.958167 1.07944, ,-1.31315 -1.21794,2.4165 -2.6635,1.63585 0.856521, ,-6.22595 2.19697,1.90905 8.01263,0.74938 1.0373, ,0.853747 0.958512,8.65281 0.540695,3.05466 1.35349, ,-1.98478 -2.00024,-5.57047 -2.3782,0.758521 1.0778, ,1.32916 0.971381,-8.0537 1.95222,-0.906816 0.991965, ,
0.420358 0.0048776,0.58829 0.990676,1.57409 0.822745, ,2.0802 9.2488,5.79268 7.75967,0.958182 1.07928, ,-1.3133 -1.21799,2.41627 -2.66378,1.63583 0.856292, ,-6.226 2.19692,1.90907 8.01247,0.749314 1.03716, ,0.85372 0.958347,8.65279 0.540681,3.05462 1.35336, ,-1.98495 -2.00023,-5.57066 -2.37797,0.758538 1.07764, ,1.32913 0.971158,-8.05362 1.95297,-0.906842 0.991972, ,
0.420322 0.00474378,0.588313 0.990532,1.5741 0.822542, ,2.08022 9.24864,5.7927 7.75951,0.958196 1.07912, ,-1.31344 -1.21804,2.41605 -2.66406,1.63582 0.856063, ,-6.22605 2.19687,1.9091 8.01231,0.749248 1.03701, ,0.853693 0.958181,8.65278 0.540666,3.05459 1.35324, ,-1.98512 -2.00022,-5.57085 -2.37775,0.758555 1.07748, ,1.3291 0.970935,-8.05355 1.95371,-0.906867 0.99198, ,
0.420286 0.00460992,0.588336 0.990388,1.57411 0.822339, ,2.08025 9.24848,5.79272 7.75934,0.95821 1.07896, ,-1.31358 -1.21809,2.41582 -2.66433,1.6358 0.855834, ,-6.2261 2.19681,1.90913 8.01215,0.749181 1.03687, ,0.853667 0.958016,8.65276 0.540651,3.05455 1.35312, ,-1.98529 -2.00021,-5.57104 -2.37752,0.758572 1.07732, ,1.32907 0.970712,-8.05348 1.95446,-0.906893 0.991988, ,
0.42025 0.00447601,0.588359 0.990244,1.57413 0.822136, ,2.08027 9.24832,5.79275 7.75918,0.958224 1.0788, ,-1.31372 -1.21814,2.41559 -2.66461,1.63578 0.855605, ,-6.22615 2.19676,1.90915 8.01199,0.749115 1.03672, ,0.85364 0.95785,8.65274 0.540637,3.05452 1.35299, ,-1.98546 -2.0002,-5.57124 -2.3773,0.758589 1.07716, ,1.32905 0.970489,-8.0534 1.95521,-0.906918 0.991996, ,
0.420214 0.00434205,0.588382 0.9901,1.57414 0.821933, ,2.0803 9.24816,5.79277 7.75901,0.958238 1.07864, ,-1.31386 -1.2182,2.41536 -2.66489,1.63577 0.855375, ,-6.2262 2.19671,1.90918 8.01183,0.749049 1.03658, ,0.853613 0.957684,8.65272 0.540623,3.05448 1.35287, ,-1.98563 -2.0002,-5.57143 -2.37707,0.758606 1.07701, ,1.32902 0.970266,-8.05333 1.95595,-0.906943 0.992004, ,
0.420178 0.00420804,0.588405 0.989956,1.57415 0.82173, ,2.08032 9.248,5.79279 7.75884,0.958251 1.07848, ,-1.314 -1.21825,2.41513 -2.66516,1.63575 0.855146, ,-6.22625 2.19666,1.9092 8.01167,0.748982 1.03644, ,0.853586 0.957518,8.6527 0.540608,3.05445 1.35275, ,-1.9858 -2.00019,-5.57162 -2.37685,0.758623 1.07685, ,1.32899 0.970042,-8.05325 1.9567,-0.906969 0.992012, ,
0.420142 0.00407398,0.588428 0.989812,1.57417 0.821527, ,2.08035 9.24784,5.79281 7.75868,0.958265 1.07832, ,-1.31414 -1.2183,2.4149 -2.66544,1.63573 0.854917, ,-6.2263 2.19661,1.90923 8.01151,0.748916 1.03629, ,0.853559 0.957353,8.65268 0.540594,3.05441 1.35262, ,-1.98597 -2.00018,-5.57181 -2.37662,0.75864 1.07669, ,1.32896 0.969819,-8.05318 1.95745,-0.906994 0.99202, ,
0.420106 0.00393987,0.588451 0.989668,1.57418 0.821323, ,2.08037 9.24768,5.79284 7.75851,0.958278 1.07817, ,-1.31429 -1.21835,2.41467 -2.66571,1.63572 0.854688, ,-6.22635 2.19655,1.90926 8.01135,0.748849 1.03615, ,0.853532 0.957187,8.65266 0.54058,3.05438 1.3525, ,-1.98614 -2.00017,-5.57201 -2.3764,0.758657 1.07653, ,1.32894 0.969595,-8.0531 1.95819,-0.90702 0.992028, ,
0.42007 0.00380572,0.588474 0.989524,1.57419 0.82112, ,2.0804 9.24752,5.79286 7.75835,0.958292 1.07801, ,-1.31443 -1.2184,2.41444 -2.66599,1.6357 0.854459, ,-6.22641 2.1965,1.90928 8.01119,0.748782 1.036, ,0.853505 0.957021,8.65264 0.540566,3.05434 1.35238, ,-1.98631 -2.00017,-5.5722 -2.37617,0.758674 1.07637, ,1.32891 0.969372,-8.05303 1.95894,-0.907045 0.992036, ,
0.420034 0.00367151,0.588497 0.98938,1.5742 0.820917, ,2.08042 9.24736,5.79288 7.75818,0.958305 1.07785, ,-1.31457 -1.21845,2.41422 -2.66627,1.63569 0.854229, ,-6.22646 2.19645,1.90931 8.01103,0.748715 1.03586, ,0.853478 0.956855,8.65263 0.540553,3.05431 1.35226, ,-1.98647 -2.00016,-5.57239 -2.37595,0.758692 1.07621, ,1.32888 0.969148,-8.05295 1.95969,-0.907071 0.992044, ,
0.419998 0.00353726,0.58852 0.989235,1.57422 0.820713, ,2.08045 9.2472,5.7929 7.75802,0.958318 1.07769, ,-1.31471 -1.2185,2.41399 -2.66654,1.63567 0.854, ,-6.22651 2.1964,1.90934 8.01087,0.748648 1.03571, ,0.853451 0.956689,8.65261 0.540539,3.05427 1.35213, ,-1.98664 -2.00015,-5.57258 -2.37572,0.758709 1.07605, ,1.32885 0.968924,-8.05288 1.96044,-0.907096 0.992052, ,
0.419962 0.00340295,0.588543 0.989091,1.57423 0.82051, ,2.08047 9.24703,5.79293 7.75785,0.958331 1.07753, ,-1.31485 -1.21855,2.41376 -2.66682,1.63565 0.85377, ,-6.22656 2.19635,1.90936 8.01071,0.748581 1.03557, ,0.853424 0.956523,8.65259 0.540525,3.05424 1.35201, ,-1.98681 -2.00014,-5.57277 -2.3755,0.758727 1.0759, ,1.32882 0.9687,-8.0528 1.96119,-0.907122 0.99206, ,
0.419926 0.00326859,0.588566 0.988946,1.57424 0.820306, ,2.0805 9.24687,5.79295 7.75768,0.958344 1.07737, ,-1.31499 -1.2186,2.41353 -2.6671,1.63564 0.853541, ,-6.22661 2.1963,1.90939 8.01055,0.748514 1.03542, ,0.853398 0.956357,8.65257 0.540512,3.05421 1.35189, ,-1.98698 -2.00013,-5.57297 -2.37527,0.758744 1.07574, ,1.3288 0.968476,-8.05273 1.96194,-0.907147 0.992068, ,
0.41989 0.00313419,0.588589 0.988802,1.57426 0.820102, ,2.08052 9.24671,5.79297 7.75752,0.958357 1.07721, ,-1.31513 -1.21866,2.4133 -2.66737,1.63562 0.853312, ,-6.22666 2.19625,1.90942 8.01039,0.748447 1.03528, ,0.853371 0.956191,8.65255 0.540498,3.05417 1.35176, ,-1.98715 -2.00013,-5.57316 -2.37505,0.758762 1.07558, ,1.32877 0.968252,-8.05265 1.96269,-0.907173 0.992076, ,
0.419854 0.00299973,0.588612 0.988657,1.57427 0.819899, ,2.08055 9.24655,5.793 7.75735,0.958369 1.07705, ,-1.31528 -1.21871,2.41307 -2.66765,1.63561 0.853082, ,-6.22671 2.1962,1.90944 8.01023,0.748379 1.03513, ,0.853344 0.956025,8.65253 0.540485,3.05414 1.35164, ,-1.98732 -2.00012,-5.57335 -2.37482,0.75878 1.07542, ,1.32874 0.968028,-8.05258 1.96344,-0.907198 0.992084, ,
0.419818 0.00286522,0.588635 0.988513,1.57428 0.819695, ,2.08057 9.24639,5.79302 7.75719,0.958382 1.0769, ,-1.31542 -1.21876,2.41284 -2.66793,1.63559 0.852852, ,-6.22677 2.19614,1.90947 8.01007,0.748311 1.03499, ,0.853317 0.955858,8.65251 0.540472,3.0541 1.35152, ,-1.98749 -2.00011,-5.57354 -2.37459,0.758798 1.07526, ,1.32871 0.967803,-8.0525 1.96419,-0.907224 0.992092, ,
0.419782 0.00273066,0.588658 0.988368,1.5743 0.819491, ,2.0806 9.24623,5.79304 7.75702,0.958394 1.07674, ,-1.31556 -1.21881,2.41261 -2.6682,1.63557 0.852623, ,-6.22682 2.19609,1.90949 8.00991,0.748244 1.03484, ,0.85329 0.955692,8.65249 0.540458,3.05407 1.35139, ,-1.98766 -2.0001,-5.57373 -2.37437,0.758815 1.0751, ,1.32868 0.967579,-8.05243 1.96494,-0.90725 0.992101, ,
0.419746 0.00259605,0.588681 0.988223,1.57431 0.819287, ,2.08062 9.24607,5.79307 7.75685,0.958406 1.07658, ,-1.3157 -1.21886,2.41238 -2.66848,1.63556 0.852393, ,-6.22687 2.19604,1.90952 8.00974,0.748176 1.0347, ,0.853263 0.955526,8.65247 0.540445,3.05403 1.35127, ,-1.98783 -2.0001,-5.57392 -2.37414,0.758833 1.07494, ,1.32866 0.967354,-8.05235 1.9657,-0.907275 0.992109, ,
0.41971 0.00246139,0.588704 0.988078,1.57432 0.819083, ,2.08065 9.24591,5.79309 7.75669,0.958418 1.07642, ,-1.31584 -1.21891,2.41216 -2.66876,1.63554 0.852163, ,-6.22692 2.19599,1.90955 8.00958,0.748108 1.03455, ,0.853236 0.95536,8.65246 0.540433,3.054 1.35115, ,-1.988 -2.00009,-5.57412 -2.37392,0.758851 1.07478, ,1.32863 0.96713,-8.05228 1.96645,-0.907301 0.992117, ,
0.419673 0.00232667,0.588728 0.987933,1.57433 0.818879, ,2.08067 9.24575,5.79311 7.75652,0.95843 1.07626, ,-1.31598 -1.21896,2.41193 -2.66903,1.63553 0.851934, ,-6.22698 2.19594,1.90958 8.00942,0.74804 1.03441, ,0.853209 0.955193,8.65244 0.54042,3.05396 1.35103, ,-1.98816 -2.00008,-5.57431 -2.37369,0.75887 1.07462, ,1.3286 0.966905,-8.0522 1.9672,-0.907327 0.992125, ,
0.419637 0.00219191,0.588751 0.987789,1.57435 0.818675, ,2.0807 9.24559,5.79313 7.75635,0.958442 1.0761, ,-1.31612 -1.21901,2.4117 -2.66931,1.63551 0.851704, ,-6.22703 2.19589,1.9096 8.00926,0.747971 1.03426, ,0.853182 0.955027,8.65242 0.540407,3.05393 1.3509, ,-1.98833 -2.00007,-5.5745 -2.37347,0.758888 1.07447, ,1.32857 0.96668,-8.05213 1.96795,-0.907352 0.992133, ,
0.419601 0.00205709,0.588774 0.987644,1.57436 0.818471, ,2.08073 9.24543,5.79316 7.75619,0.958454 1.07595, ,-1.31626 -1.21906,2.41147 -2.66959,1.63549 0.851474, ,-6.22708 2.19584,1.90963 8.0091,0.747903 1.03412, ,0.853155 0.95486,8.6524 0.540394,3.05389 1.35078, ,-1.9885 -2.00006,-5.57469 -2.37324,0.758906 1.07431, ,1.32854 0.966455,-8.05205 1.96871,-0.907378 0.992141, ,
