0.000336011 0.000788162,0.000131555 1.00079,1.00013 1.00099, ,0.0289609 10.0236,4.02876 9.98318,1.94809 2.00378, ,0.00627869 -0.0105083,4.00626 0.00323208,1.99596 2.99634, ,0.027486 -0.0104129,-0.036038 9.98939,4.99562 5.02125, ,1.00157 0.999534,5.99978 7.00102,2.00097 2.99983, ,-1.00508 -3.00941,-4.02198 -4.98382,0.0289132 0.981941, ,1.03303 2.97623,-4.06035 -4.96464,0.00966942 0.988085, ,
0.42372 0.0172673,0.586159 1.00399,1.57288 0.841546, ,2.07807 9.26389,5.79063 7.77496,0.956502 1.09431, ,-1.29992 -1.2132,2.43774 -2.63795,1.63748 0.877666, ,-6.22138 2.20201,1.90674 8.02728,0.755315 1.05059, ,0.856235 0.973761,8.65457 0.542456,3.05782 1.36493, ,-1.96874 -2.0009,-5.55224 -2.39903,0.757206 1.09251, ,1.33154 0.991729,-8.06011 1.88443,-0.904531 0.991319, ,
0.423684 0.0171372,0.586182 1.00385,1.57289 0.841349, ,2.0781 9.26373,5.79066 7.7748,0.956523 1.09415, ,-1.30006 -1.21325,2.43751 -2.63823,1.63746 0.87744, ,-6.22143 2.20196,1.90676 8.02713,0.755252 1.05045, ,0.856208 0.973598,8.65455 0.542433,3.05779 1.3648, ,-1.96891 -2.0009,-5.55244 -2.39881,0.757219 1.09235, ,1.33151 0.991514,-8.06005 1.88515,-0.904555 0.991325, ,
0.423649 0.0170071,0.586204 1.00371,1.5729 0.841151, ,2.07812 9.26357,5.79068 7.77464,0.956544 1.09399, ,-1.3002 -1.2133,2.43729 -2.6385,1.63744 0.877214, ,-6.22147 2.2019,1.90679 8.02697,0.755189 1.05031, ,0.856182 0.973436,8.65453 0.54241,3.05776 1.36468, ,-1.96909 -2.00089,-5.55264 -2.39858,0.757231 1.0922, ,1.33149 0.991299,-8.05998 1.88586,-0.904579 0.991331, ,
0.423614 0.016877,0.586227 1.00357,1.57292 0.840954, ,2.07814 9.26341,5.7907 7.77448,0.956565 1.09383, ,-1.30035 -1.21336,2.43706 -2.63877,1.63742 0.876988, ,-6.22152 2.20185,1.90681 8.02681,0.755127 1.05017, ,0.856155 0.973273,8.65451 0.542387,3.05772 1.36456, ,-1.96926 -2.00088,-5.55284 -2.39836,0.757243 1.09204, ,1.33146 0.991084,-8.05992 1.88658,-0.904603 0.991338, ,
0.423578 0.0167468,0.586249 1.00343,1.57293 0.840756, ,2.07816 9.26325,5.79072 7.77432,0.956586 1.09366, ,-1.30049 -1.21341,2.43683 -2.63905,1.6374 0.876762, ,-6.22157 2.20179,1.90683 8.02666,0.755064 1.05002, ,0.856128 0.97311,8.65449 0.542365,3.05769 1.36443, ,-1.96944 -2.00088,-5.55304 -2.39814,0.757255 1.09188, ,1.33144 0.990868,-8.05985 1.88729,-0.904627 0.991344, ,
0.423543 0.0166166,0.586272 1.00329,1.57294 0.840559, ,2.07818 9.26309,5.79074 7.77416,0.956607 1.0935, ,-1.30063 -1.21346,2.4366 -2.63932,1.63738 0.876536, ,-6.22162 2.20174,1.90686 8.0265,0.755002 1.04988, ,0.856102 0.972948,8.65447 0.542342,3.05765 1.36431, ,-1.96961 -2.00087,-5.55324 -2.39791,0.757268 1.09172, ,1.33142 0.990653,-8.05979 1.88801,-0.904651 0.99135, ,
0.423507 0.0164863,0.586294 1.00315,1.57296 0.840361, ,2.0782 9.26293,5.79076 7.774,0.956628 1.09334, ,-1.30077 -1.21351,2.43637 -2.63959,1.63736 0.876309, ,-6.22167 2.20168,1.90688 8.02635,0.754939 1.04974, ,0.856075 0.972785,8.65445 0.54232,3.05762 1.36419, ,-1.96979 -2.00086,-5.55343 -2.39769,0.75728 1.09156, ,1.33139 0.990437,-8.05972 1.88872,-0.904675 0.991356, ,
0.423472 0.016356,0.586316 1.00301,1.57297 0.840163, ,2.07822 9.26276,5.79078 7.77384,0.956649 1.09318, ,-1.30092 -1.21356,2.43615 -2.63987,1.63735 0.876083, ,-6.22172 2.20163,1.90691 8.02619,0.754876 1.0496, ,0.856048 0.972622,8.65443 0.542298,3.05759 1.36407, ,-1.96996 -2.00086,-5.55363 -2.39747,0.757292 1.0914, ,1.33137 0.990222,-8.05966 1.88944,-0.904699 0.991362, ,
0.423436 0.0162257,0.586339 1.00287,1.57298 0.839965, ,2.07824 9.2626,5.7908 7.77368,0.95667 1.09302, ,-1.30106 -1.21361,2.43592 -2.64014,1.63733 0.875857, ,-6.22176 2.20157,1.90693 8.02603,0.754814 1.04946, ,0.856022 0.972459,8.65442 0.542275,3.05755 1.36394, ,-1.97014 -2.00085,-5.55383 -2.39724,0.757305 1.09125, ,1.33134 0.990006,-8.05959 1.89016,-0.904723 0.991368, ,
0.423401 0.0160953,0.586361 1.00273,1.57299 0.839768, ,2.07827 9.26244,5.79082 7.77352,0.95669 1.09286, ,-1.3012 -1.21366,2.43569 -2.64042,1.63731 0.875631, ,-6.22181 2.20152,1.90695 8.02588,0.754751 1.04932, ,0.855995 0.972297,8.6544 0.542253,3.05752 1.36382, ,-1.97031 -2.00084,-5.55403 -2.39702,0.757317 1.09109, ,1.33132 0.98979,-8.05953 1.89087,-0.904747 0.991375, ,
0.423365 0.0159649,0.586384 1.00259,1.57301 0.83957, ,2.07829 9.26228,5.79085 7.77336,0.956711 1.0927, ,-1.30135 -1.21371,2.43546 -2.64069,1.63729 0.875404, ,-6.22186 2.20146,1.90698 8.02572,0.754689 1.04917, ,0.855968 0.972134,8.65438 0.542231,3.05749 1.3637, ,-1.97048 -2.00084,-5.55423 -2.3968,0.75733 1.09093, ,1.3313 0.989575,-8.05946 1.89159,-0.904771 0.991381, ,
0.42333 0.0158345,0.586406 1.00245,1.57302 0.839372, ,2.07831 9.26212,5.79087 7.77319,0.956732 1.09254, ,-1.30149 -1.21376,2.43523 -2.64096,1.63727 0.875178, ,-6.22191 2.20141,1.907 8.02557,0.754626 1.04903, ,0.855942 0.971971,8.65436 0.542209,3.05745 1.36357, ,-1.97066 -2.00083,-5.55443 -2.39657,0.757342 1.09077, ,1.33127 0.989359,-8.0594 1.89231,-0.904795 0.991387, ,
0.423294 0.0157041,0.586428 1.00231,1.57303 0.839174, ,2.07833 9.26196,5.79089 7.77303,0.956753 1.09238, ,-1.30163 -1.21382,2.43501 -2.64124,1.63725 0.874952, ,-6.22196 2.20135,1.90703 8.02541,0.754563 1.04889, ,0.855915 0.971808,8.65434 0.542187,3.05742 1.36345, ,-1.97083 -2.00082,-5.55462 -2.39635,0.757355 1.09061, ,1.33125 0.989143,-8.05933 1.89302,-0.904819 0.991394, ,
0.423259 0.0155736,0.586451 1.00217,1.57305 0.838976, ,2.07835 9.2618,5.79091 7.77287,0.956774 1.09222, ,-1.30177 -1.21387,2.43478 -2.64151,1.63724 0.874726, ,-6.222 2.2013,1.90705 8.02525,0.754501 1.04875, ,0.855889 0.971645,8.65432 0.542165,3.05738 1.36333, ,-1.97101 -2.00082,-5.55482 -2.39613,0.757367 1.09045, ,1.33122 0.988927,-8.05927 1.89374,-0.904843 0.9914, ,
0.423223 0.0154431,0.586473 1.00203,1.57306 0.838778, ,2.07837 9.26164,5.79093 7.77271,0.956794 1.09206, ,-1.30192 -1.21392,2.43455 -2.64179,1.63722 0.874499, ,-6.22205 2.20124,1.90707 8.0251,0.754438 1.04861, ,0.855862 0.971482,8.6543 0.542143,3.05735 1.3632, ,-1.97118 -2.00081,-5.55502 -2.3959,0.75738 1.0903, ,1.3312 0.988711,-8.0592 1.89446,-0.904867 0.991406, ,
0.423188 0.0153125,0.586496 1.00189,1.57307 0.83858, ,2.07839 9.26148,5.79095 7.77255,0.956815 1.0919, ,-1.30206 -1.21397,2.43432 -2.64206,1.6372 0.874273, ,-6.2221 2.20119,1.9071 8.02494,0.754375 1.04846, ,0.855835 0.971319,8.65428 0.542122,3.05732 1.36308, ,-1.97136 -2.0008,-5.55522 -2.39568,0.757393 1.09014, ,1.33117 0.988495,-8.05914 1.89518,-0.904891 0.991413, ,
0.423152 0.0151819,0.586518 1.00175,1.57308 0.838382, ,2.07841 9.26132,5.79097 7.77239,0.956835 1.09174, ,-1.3022 -1.21402,2.43409 -2.64233,1.63718 0.874046, ,-6.22215 2.20113,1.90712 8.02479,0.754313 1.04832, ,0.855809 0.971156,8.65426 0.5421,3.05728 1.36296, ,-1.97153 -2.0008,-5.55542 -2.39546,0.757405 1.08998, ,1.33115 0.988278,-8.05907 1.89589,-0.904915 0.991419, ,
0.423117 0.0150513,0.586541 1.00161,1.5731 0.838183, ,2.07844 9.26116,5.79099 7.77223,0.956856 1.09158, ,-1.30235 -1.21407,2.43387 -2.64261,1.63716 0.87382, ,-6.2222 2.20108,1.90715 8.02463,0.75425 1.04818, ,0.855782 0.970993,8.65425 0.542078,3.05725 1.36283, ,-1.9717 -2.00079,-5.55561 -2.39523,0.757418 1.08982, ,1.33113 0.988062,-8.059 1.89661,-0.904939 0.991425, ,
0.423081 0.0149207,0.586563 1.00147,1.57311 0.837985, ,2.07846 9.261,5.79101 7.77207,0.956876 1.09142, ,-1.30249 -1.21412,2.43364 -2.64288,1.63715 0.873594, ,-6.22225 2.20102,1.90717 8.02447,0.754187 1.04804, ,0.855755 0.97083,8.65423 0.542057,3.05722 1.36271, ,-1.97188 -2.00078,-5.55581 -2.39501,0.757431 1.08966, ,1.3311 0.987846,-8.05894 1.89733,-0.904963 0.991432, ,
0.423046 0.01479,0.586586 1.00133,1.57312 0.837787, ,2.07848 9.26084,5.79104 7.77191,0.956896 1.09126, ,-1.30263 -1.21417,2.43341 -2.64316,1.63713 0.873367, ,-6.2223 2.20097,1.90719 8.02432,0.754124 1.0479, ,0.855729 0.970667,8.65421 0.542036,3.05718 1.36259, ,-1.97205 -2.00078,-5.55601 -2.39479,0.757444 1.08951, ,1.33108 0.987629,-8.05887 1.89805,-0.904988 0.991438, ,
0.42301 0.0146593,0.586608 1.00119,1.57314 0.837588, ,2.0785 9.26068,5.79106 7.77175,0.956917 1.0911, ,-1.30277 -1.21422,2.43318 -2.64343,1.63711 0.873141, ,-6.22234 2.20091,1.90722 8.02416,0.754061 1.04775, ,0.855702 0.970504,8.65419 0.542014,3.05715 1.36247, ,-1.97223 -2.00077,-5.55621 -2.39456,0.757457 1.08935, ,1.33105 0.987413,-8.0588 1.89877,-0.905012 0.991445, ,
0.422974 0.0145285,0.586631 1.00105,1.57315 0.83739, ,2.07852 9.26052,5.79108 7.77158,0.956937 1.09093, ,-1.30292 -1.21427,2.43295 -2.6437,1.63709 0.872914, ,-6.22239 2.20086,1.90724 8.024,0.753998 1.04761, ,0.855675 0.970341,8.65417 0.541993,3.05711 1.36234, ,-1.9724 -2.00076,-5.55641 -2.39434,0.75747 1.08919, ,1.33103 0.987196,-8.05874 1.89949,-0.905036 0.991451, ,
0.422939 0.0143977,0.586653 1.00091,1.57316 0.837191, ,2.07854 9.26035,5.7911 7.77142,0.956957 1.09077, ,-1.30306 -1.21433,2.43273 -2.64398,1.63707 0.872687, ,-6.22244 2.2008,1.90727 8.02385,0.753935 1.04747, ,0.855648 0.970178,8.65415 0.541972,3.05708 1.36222, ,-1.97257 -2.00076,-5.5566 -2.39412,0.757482 1.08903, ,1.331 0.986979,-8.05867 1.90021,-0.90506 0.991457, ,
0.422903 0.0142669,0.586676 1.00077,1.57317 0.836993, ,2.07856 9.26019,5.79112 7.77126,0.956977 1.09061, ,-1.3032 -1.21438,2.4325 -2.64425,1.63705 0.872461, ,-6.22249 2.20075,1.90729 8.02369,0.753872 1.04733, ,0.855622 0.970015,8.65413 0.541951,3.05705 1.3621, ,-1.97275 -2.00075,-5.5568 -2.39389,0.757495 1.08887, ,1.33098 0.986763,-8.05861 1.90093,-0.905084 0.991464, ,
0.422868 0.014136,0.586698 1.00062,1.57319 0.836794, ,2.07859 9.26003,5.79114 7.7711,0.956997 1.09045, ,-1.30334 -1.21443,2.43227 -2.64453,1.63704 0.872234, ,-6.22254 2.20069,1.90732 8.02353,0.753809 1.04719, ,0.855595 0.969852,8.65411 0.54193,3.05701 1.36197, ,-1.97292 -2.00074,-5.557 -2.39367,0.757508 1.08871, ,1.33095 0.986546,-8.05854 1.90165,-0.905108 0.99147, ,
0.422832 0.0140052,0.586721 1.00048,1.5732 0.836596, ,2.07861 9.25987,5.79116 7.77094,0.957016 1.09029, ,-1.30349 -1.21448,2.43204 -2.6448,1.63702 0.872008, ,-6.22259 2.20064,1.90734 8.02338,0.753746 1.04704, ,0.855568 0.969688,8.65409 0.541909,3.05698 1.36185, ,-1.9731 -2.00074,-5.5572 -2.39345,0.757522 1.08856, ,1.33093 0.986329,-8.05847 1.90238,-0.905133 0.991477, ,
0.422796 0.0138742,0.586743 1.00034,1.57321 0.836397, ,2.07863 9.25971,5.79119 7.77078,0.957036 1.09013, ,-1.30363 -1.21453,2.43181 -2.64507,1.637 0.871781, ,-6.22264 2.20058,1.90737 8.02322,0.753683 1.0469, ,0.855542 0.969525,8.65408 0.541888,3.05695 1.36173, ,-1.97327 -2.00073,-5.55739 -2.39322,0.757535 1.0884, ,1.3309 0.986112,-8.05841 1.9031,-0.905157 0.991483, ,
0.422761 0.0137433,0.586766 1.0002,1.57323 0.836198, ,2.07865 9.25955,5.79121 7.77061,0.957056 1.08997, ,-1.30377 -1.21458,2.43159 -2.64535,1.63698 0.871554, ,-6.22268 2.20053,1.90739 8.02306,0.75362 1.04676, ,0.855515 0.969362,8.65406 0.541868,3.05691 1.3616, ,-1.97344 -2.00072,-5.55759 -2.393,0.757548 1.08824, ,1.33088 0.985895,-8.05834 1.90382,-0.905181 0.99149, ,
0.422725 0.0136123,0.586788 1.00006,1.57324 0.835999, ,2.07867 9.25939,5.79123 7.77045,0.957075 1.08981, ,-1.30392 -1.21463,2.43136 -2.64562,1.63696 0.871327, ,-6.22273 2.20047,1.90741 8.02291,0.753557 1.04662, ,0.855488 0.969199,8.65404 0.541847,3.05688 1.36148, ,-1.97362 -2.00072,-5.55779 -2.39277,0.757561 1.08808, ,1.33085 0.985677,-8.05827 1.90454,-0.905205 0.991497, ,
0.422689 0.0134812,0.586811 0.999921,1.57325 0.8358, ,2.07869 9.25923,5.79125 7.77029,0.957095 1.08965, ,-1.30406 -1.21468,2.43113 -2.6459,1.63695 0.871101, ,-6.22278 2.20042,1.90744 8.02275,0.753494 1.04647, ,0.855462 0.969035,8.65402 0.541826,3.05684 1.36136, ,-1.97379 -2.00071,-5.55799 -2.39255,0.757574 1.08792, ,1.33083 0.98546,-8.0582 1.90526,-0.90523 0.991503, ,
0.422654 0.0133502,0.586833 0.999781,1.57326 0.835601, ,2.07872 9.25907,5.79127 7.77013,0.957114 1.08949, ,-1.3042 -1.21473,2.4309 -2.64617,1.63693 0.870874, ,-6.22283 2.20036,1.90746 8.02259,0.753431 1.04633, ,0.855435 0.968872,8.654 0.541806,3.05681 1.36123, ,-1.97396 -2.0007,-5.55818 -2.39233,0.757587 1.08776, ,1.33081 0.985243,-8.05814 1.90599,-0.905254 0.99151, ,
0.422618 0.0132191,0.586856 0.99964,1.57328 0.835402, ,2.07874 9.25891,5.79129 7.76997,0.957133 1.08933, ,-1.30434 -1.21478,2.43067 -2.64645,1.63691 0.870647, ,-6.22288 2.20031,1.90749 8.02243,0.753367 1.04619, ,0.855408 0.968709,8.65398 0.541786,3.05678 1.36111, ,-1.97414 -2.0007,-5.55838 -2.3921,0.757601 1.08761, ,1.33078 0.985025,-8.05807 1.90671,-0.905278 0.991516, ,
0.422582 0.0130879,0.586878 0.999499,1.57329 0.835203, ,2.07876 9.25875,5.79131 7.76981,0.957152 1.08917, ,-1.30449 -1.21484,2.43044 -2.64672,1.63689 0.87042, ,-6.22293 2.20026,1.90751 8.02228,0.753304 1.04605, ,0.855382 0.968545,8.65396 0.541765,3.05674 1.36099, ,-1.97431 -2.00069,-5.55858 -2.39188,0.757614 1.08745, ,1.33076 0.984808,-8.058 1.90743,-0.905303 0.991523, ,
0.422547 0.0129567,0.586901 0.999358,1.5733 0.835004, ,2.07878 9.25859,5.79134 7.76964,0.957171 1.08901, ,-1.30463 -1.21489,2.43022 -2.64699,1.63687 0.870193, ,-6.22298 2.2002,1.90754 8.02212,0.753241 1.0459, ,0.855355 0.968382,8.65394 0.541745,3.05671 1.36087, ,-1.97448 -2.00068,-5.55877 -2.39166,0.757627 1.08729, ,1.33073 0.98459,-8.05793 1.90816,-0.905327 0.99153, ,
0.422511 0.0128255,0.586923 0.999217,1.57331 0.834805, ,2.0788 9.25843,5.79136 7.76948,0.95719 1.08885, ,-1.30477 -1.21494,2.42999 -2.64727,1.63686 0.869966, ,-6.22302 2.20015,1.90756 8.02196,0.753177 1.04576, ,0.855328 0.968218,8.65392 0.541725,3.05667 1.36074, ,-1.97466 -2.00067,-5.55897 -2.39143,0.757641 1.08713, ,1.33071 0.984372,-8.05787 1.90888,-0.905351 0.991536, ,
0.422475 0.0126943,0.586946 0.999076,1.57333 0.834606, ,2.07883 9.25827,5.79138 7.76932,0.957209 1.08869, ,-1.30491 -1.21499,2.42976 -2.64754,1.63684 0.869739, ,-6.22307 2.20009,1.90759 8.02181,0.753114 1.04562, ,0.855301 0.968055,8.65391 0.541705,3.05664 1.36062, ,-1.97483 -2.00067,-5.55917 -2.39121,0.757654 1.08697, ,1.33068 0.984155,-8.0578 1.90961,-0.905376 0.991543, ,
0.422439 0.012563,0.586968 0.998935,1.57334 0.834406, ,2.07885 9.25811,5.7914 7.76916,0.957228 1.08853, ,-1.30506 -1.21504,2.42953 -2.64782,1.63682 0.869513, ,-6.22312 2.20004,1.90761 8.02165,0.753051 1.04548, ,0.855275 0.967891,8.65389 0.541685,3.05661 1.3605, ,-1.975 -2.00066,-5.55937 -2.39099,0.757668 1.08681, ,1.33065 0.983937,-8.05773 1.91033,-0.9054 0.99155, ,
0.422404 0.0124316,0.586991 0.998794,1.57335 0.834207, ,2.07887 9.25795,5.79142 7.769,0.957246 1.08837, ,-1.3052 -1.21509,2.4293 -2.64809,1.6368 0.869286, ,-6.22317 2.19998,1.90764 8.02149,0.752987 1.04533, ,0.855248 0.967727,8.65387 0.541665,3.05657 1.36037, ,-1.97518 -2.00065,-5.55956 -2.39076,0.757681 1.08666, ,1.33063 0.983719,-8.05766 1.91106,-0.905425 0.991556, ,
0.422368 0.0123003,0.587014 0.998653,1.57337 0.834007, ,2.07889 9.25779,5.79144 7.76883,0.957265 1.08821, ,-1.30534 -1.21514,2.42907 -2.64837,1.63679 0.869058, ,-6.22322 2.19993,1.90766 8.02133,0.752924 1.04519, ,0.855221 0.967564,8.65385 0.541645,3.05654 1.36025, ,-1.97535 -2.00065,-5.55976 -2.39054,0.757695 1.0865, ,1.3306 0.983501,-8.0576 1.91178,-0.905449 0.991563, ,
0.422332 0.0121689,0.587036 0.998512,1.57338 0.833808, ,2.07892 9.25762,5.79146 7.76867,0.957283 1.08805, ,-1.30548 -1.21519,2.42885 -2.64864,1.63677 0.868831, ,-6.22327 2.19987,1.90769 8.02118,0.75286 1.04505, ,0.855194 0.9674,8.65383 0.541626,3.0565 1.36013, ,-1.97552 -2.00064,-5.55996 -2.39031,0.757709 1.08634, ,1.33058 0.983283,-8.05753 1.91251,-0.905473 0.99157, ,
0.422297 0.0120374,0.587059 0.998371,1.57339 0.833608, ,2.07894 9.25746,5.79149 7.76851,0.957302 1.08789, ,-1.30563 -1.21524,2.42862 -2.64892,1.63675 0.868604, ,-6.22332 2.19982,1.90771 8.02102,0.752797 1.04491, ,0.855168 0.967236,8.65381 0.541606,3.05647 1.36, ,-1.9757 -2.00063,-5.56015 -2.39009,0.757722 1.08618, ,1.33055 0.983064,-8.05746 1.91324,-0.905498 0.991577, ,
0.422261 0.0119059,0.587081 0.99823,1.5734 0.833409, ,2.07896 9.2573,5.79151 7.76835,0.95732 1.08773, ,-1.30577 -1.21529,2.42839 -2.64919,1.63673 0.868377, ,-6.22337 2.19976,1.90774 8.02086,0.752733 1.04476, ,0.855141 0.967073,8.65379 0.541587,3.05644 1.35988, ,-1.97587 -2.00063,-5.56035 -2.38987,0.757736 1.08602, ,1.33053 0.982846,-8.05739 1.91396,-0.905522 0.991583, ,
0.422225 0.0117744,0.587104 0.998088,1.57342 0.833209, ,2.07898 9.25714,5.79153 7.76818,0.957338 1.08757, ,-1.30591 -1.21534,2.42816 -2.64946,1.63672 0.86815, ,-6.22342 2.19971,1.90776 8.0207,0.75267 1.04462, ,0.855114 0.966909,8.65377 0.541567,3.0564 1.35976, ,-1.97604 -2.00062,-5.56054 -2.38964,0.75775 1.08587, ,1.3305 0.982628,-8.05732 1.91469,-0.905547 0.99159, ,
0.422189 0.0116429,0.587127 0.997947,1.57343 0.833009, ,2.07901 9.25698,5.79155 7.76802,0.957356 1.08741, ,-1.30605 -1.2154,2.42793 -2.64974,1.6367 0.867923, ,-6.22346 2.19966,1.90779 8.02055,0.752606 1.04448, ,0.855088 0.966745,8.65375 0.541548,3.05637 1.35964, ,-1.97621 -2.00061,-5.56074 -2.38942,0.757764 1.08571, ,1.33048 0.982409,-8.05725 1.91542,-0.905571 0.991597, ,
0.422153 0.0115113,0.587149 0.997806,1.57344 0.83281, ,2.07903 9.25682,5.79157 7.76786,0.957374 1.08725, ,-1.3062 -1.21545,2.4277 -2.65001,1.63668 0.867696, ,-6.22351 2.1996,1.90781 8.02039,0.752542 1.04433, ,0.855061 0.966581,8.65374 0.541529,3.05633 1.35951, ,-1.97639 -2.0006,-5.56094 -2.38919,0.757778 1.08555, ,1.33045 0.982191,-8.05718 1.91615,-0.905596 0.991604, ,
0.422118 0.0113796,0.587172 0.997664,1.57346 0.83261, ,2.07905 9.25666,5.79159 7.7677,0.957392 1.08709, ,-1.30634 -1.2155,2.42748 -2.65029,1.63666 0.867468, ,-6.22356 2.19955,1.90783 8.02023,0.752479 1.04419, ,0.855034 0.966418,8.65372 0.541509,3.0563 1.35939, ,-1.97656 -2.0006,-5.56113 -2.38897,0.757791 1.08539, ,1.33043 0.981972,-8.05712 1.91687,-0.90562 0.991611, ,
0.422082 0.0112479,0.587195 0.997523,1.57347 0.83241, ,2.07907 9.2565,5.79162 7.76753,0.95741 1.08693, ,-1.30648 -1.21555,2.42725 -2.65056,1.63665 0.867241, ,-6.22361 2.19949,1.90786 8.02007,0.752415 1.04405, ,0.855007 0.966254,8.6537 0.54149,3.05627 1.35927, ,-1.97673 -2.00059,-5.56133 -2.38875,0.757805 1.08523, ,1.3304 0.981753,-8.05705 1.9176,-0.905645 0.991618, ,
0.422046 0.0111162,0.587217 0.997381,1.57348 0.83221, ,2.0791 9.25634,5.79164 7.76737,0.957428 1.08677, ,-1.30662 -1.2156,2.42702 -2.65084,1.63663 0.867014, ,-6.22366 2.19944,1.90788 8.01992,0.752351 1.0439, ,0.854981 0.96609,8.65368 0.541471,3.05623 1.35914, ,-1.97691 -2.00058,-5.56153 -2.38852,0.757819 1.08507, ,1.33038 0.981535,-8.05698 1.91833,-0.905669 0.991624, ,
0.42201 0.0109845,0.58724 0.99724,1.57349 0.83201, ,2.07912 9.25618,5.79166 7.76721,0.957445 1.08661, ,-1.30677 -1.21565,2.42679 -2.65111,1.63661 0.866787, ,-6.22371 2.19938,1.90791 8.01976,0.752287 1.04376, ,0.854954 0.965926,8.65366 0.541452,3.0562 1.35902, ,-1.97708 -2.00058,-5.56172 -2.3883,0.757833 1.08492, ,1.33035 0.981316,-8.05691 1.91906,-0.905694 0.991631, ,
0.421974 0.0108527,0.587262 0.997098,1.57351 0.83181, ,2.07914 9.25602,5.79168 7.76705,0.957463 1.08645, ,-1.30691 -1.2157,2.42656 -2.65139,1.63659 0.866559, ,-6.22376 2.19933,1.90793 8.0196,0.752224 1.04362, ,0.854927 0.965762,8.65364 0.541434,3.05616 1.3589, ,-1.97725 -2.00057,-5.56192 -2.38807,0.757848 1.08476, ,1.33032 0.981097,-8.05684 1.91979,-0.905719 0.991638, ,
0.421939 0.0107208,0.587285 0.996956,1.57352 0.83161, ,2.07916 9.25586,5.7917 7.76688,0.957481 1.08629, ,-1.30705 -1.21575,2.42633 -2.65166,1.63658 0.866332, ,-6.22381 2.19928,1.90796 8.01944,0.75216 1.04348, ,0.8549 0.965598,8.65362 0.541415,3.05613 1.35877, ,-1.97742 -2.00056,-5.56211 -2.38785,0.757862 1.0846, ,1.3303 0.980878,-8.05677 1.92052,-0.905743 0.991645, ,
0.421903 0.010589,0.587308 0.996815,1.57353 0.83141, ,2.07919 9.2557,5.79173 7.76672,0.957498 1.08613, ,-1.30719 -1.2158,2.42611 -2.65194,1.63656 0.866104, ,-6.22386 2.19922,1.90798 8.01929,0.752096 1.04333, ,0.854874 0.965434,8.6536 0.541396,3.0561 1.35865, ,-1.9776 -2.00055,-5.56231 -2.38763,0.757876 1.08444, ,1.33027 0.980658,-8.0567 1.92125,-0.905768 0.991652, ,
0.421867 0.010457,0.587331 0.996673,1.57355 0.831209, ,2.07921 9.25554,5.79175 7.76656,0.957515 1.08597, ,-1.30733 -1.21585,2.42588 -2.65221,1.63654 0.865877, ,-6.22391 2.19917,1.90801 8.01913,0.752032 1.04319, ,0.854847 0.96527,8.65358 0.541378,3.05606 1.35853, ,-1.97777 -2.00055,-5.56251 -2.3874,0.75789 1.08428, ,1.33025 0.980439,-8.05663 1.92198,-0.905792 0.991659, ,
0.421831 0.0103251,0.587353 0.996531,1.57356 0.831009, ,2.07923 9.25538,5.79177 7.76639,0.957533 1.08581, ,-1.30748 -1.2159,2.42565 -2.65249,1.63652 0.865649, ,-6.22396 2.19911,1.90803 8.01897,0.751968 1.04305, ,0.85482 0.965106,8.65357 0.541359,3.05603 1.35841, ,-1.97794 -2.00054,-5.5627 -2.38718,0.757904 1.08413, ,1.33022 0.98022,-8.05656 1.92271,-0.905817 0.991666, ,
0.421795 0.0101931,0.587376 0.996389,1.57357 0.830809, ,2.07926 9.25522,5.79179 7.76623,0.95755 1.08565, ,-1.30762 -1.21595,2.42542 -2.65276,1.63651 0.865422, ,-6.224 2.19906,1.90806 8.01881,0.751904 1.0429, ,0.854793 0.964941,8.65355 0.541341,3.05599 1.35828, ,-1.97811 -2.00053,-5.5629 -2.38695,0.757919 1.08397, ,1.3302 0.980001,-8.05649 1.92344,-0.905842 0.991673, ,
0.421759 0.010061,0.587399 0.996247,1.57359 0.830608, ,2.07928 9.25506,5.79181 7.76607,0.957567 1.08549, ,-1.30776 -1.21601,2.42519 -2.65304,1.63649 0.865194, ,-6.22405 2.199,1.90808 8.01865,0.75184 1.04276, ,0.854767 0.964777,8.65353 0.541323,3.05596 1.35816, ,-1.97828 -2.00052,-5.56309 -2.38673,0.757933 1.08381, ,1.33017 0.979781,-8.05642 1.92417,-0.905866 0.99168, ,
0.421724 0.00992895,0.587421 0.996106,1.5736 0.830408, ,2.0793 9.2549,5.79183 7.7659,0.957584 1.08533, ,-1.3079 -1.21606,2.42496 -2.65331,1.63647 0.864967, ,-6.2241 2.19895,1.90811 8.0185,0.751776 1.04262, ,0.85474 0.964613,8.65351 0.541304,3.05593 1.35804, ,-1.97846 -2.00052,-5.56329 -2.38651,0.757948 1.08365, ,1.33014 0.979561,-8.05635 1.9249,-0.905891 0.991687, ,
0.421688 0.00979683,0.587444 0.995964,1.57361 0.830207, ,2.07932 9.25474,5.79186 7.76574,0.957601 1.08517, ,-1.30805 -1.21611,2.42474 -2.65359,1.63645 0.864739, ,-6.22415 2.1989,1.90813 8.01834,0.751712 1.04247, ,0.854713 0.964449,8.65349 0.541286,3.05589 1.35791, ,-1.97863 -2.00051,-5.56348 -2.38628,0.757962 1.08349, ,1.33012 0.979342,-8.05628 1.92564,-0.905916 0.991694, ,
